PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2385984,C2,,(APAC) C2 Storage Advanced,USD,21.18,1,0,0,21.18,2024-05-01,2024-05-01,APAC,Italy,,Italy,
2385985,C2,,(US) C2 Storage Advanced,USD,53.78,1,0,0,53.78,2024-05-01,2024-05-01,US,Italy,,Italy,
2385986,C2,,(US) C2 Storage Basic,USD,5.48,1,0,0,5.48,2024-05-01,2024-05-01,US,Italy,,Italy,
2385987,C2,,(US) C2 Object Storage Standard,USD,5.48,1,0,0,5.48,2024-05-01,2024-05-01,US,Italy,,Italy,
2385988,C2,,(EU) C2 Storage Advanced,EUR,203.79,1,0,0,203.79,2024-05-01,2024-05-01,EU,Jersey,,Jersey,
2385989,C2,,(EU) C2 Storage Basic,EUR,21.69,1,0,0,21.69,2024-05-01,2024-05-01,EU,Jersey,,Jersey,
2385990,C2,,(EU) C2 Backup Individual,EUR,7.83,1,0,0,7.83,2024-05-01,2024-05-01,EU,Jersey,,Jersey,
2385991,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,2.35,1,0,0,2.35,2024-05-01,2024-05-01,EU,Jersey,,Jersey,
2385992,C2,,(EU) C2 Storage Advanced,EUR,16.45,1,0,0,16.45,2024-05-01,2024-05-01,EU,Jamaica,,Jamaica,
2385993,C2,,(US) C2 Storage Advanced,USD,67.86,1,0,0,67.86,2024-05-01,2024-05-01,US,Jamaica,,Jamaica,
2385994,C2,,(EU) C2 Storage Advanced,EUR,143.5,1,0,0,143.5,2024-05-01,2024-05-01,EU,Jordan,,Jordan,
2385995,C2,,(EU) C2 Storage Basic,EUR,5.48,1,0,0,5.48,2024-05-01,2024-05-01,EU,Jordan,,Jordan,
2385996,C2,,(EU) C2 Backup Business,EUR,39.23,1,0,0,39.23,2024-05-01,2024-05-01,EU,Jordan,,Jordan,
2385997,C2,,(US) C2 Storage Advanced,USD,375.05,1,0,0,375.05,2024-05-01,2024-05-01,US,Jordan,,Jordan,
2385998,C2,,(US) C2 Backup Individual,USD,13.31,1,0,0,13.31,2024-05-01,2024-05-01,US,Jordan,,Jordan,
2385999,C2,,(EU) Active Insight Premium,EUR,155.97,1,0,0,155.97,2024-05-01,2024-05-01,EU,Japan,,Japan,
2386000,C2,,(EU) C2 Storage Advanced,EUR,995.74,1,0,0,995.74,2024-05-01,2024-05-01,EU,Japan,,Japan,
2386001,C2,,(EU) C2 Storage Basic,EUR,233.53,1,0,0,233.53,2024-05-01,2024-05-01,EU,Japan,,Japan,
2386002,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-05-01,2024-05-01,EU,Japan,,Japan,
2386003,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-05-01,2024-05-01,EU,Japan,,Japan,
2386004,C2,,(US) C2 Password Plus,USD,1.17,1,0,0,1.17,2024-05-01,2024-05-01,US,Japan,,Japan,
2386005,C2,,(APAC) C2 Backup Business,USD,94.73,1,0,0,94.73,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386006,C2,,(APAC) C2 Backup Individual,USD,25.86,1,0,0,25.86,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386007,C2,,(APAC) C2 Object Storage Standard,USD,25.85,1,0,0,25.85,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386008,C2,,(APAC) C2 Password Plus,USD,1.29,1,0,0,1.29,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386009,C2,,(APAC) C2 Transfer Business,USD,42.3,1,0,0,42.3,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386010,C2,,(APAC) C2 Storage Advanced,USD,1729.72,1,0,0,1729.72,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386011,C2,,(APAC) C2 Storage Basic,USD,101.09,1,0,0,101.09,2024-05-01,2024-05-01,APAC,Japan,,Japan,
2386012,C2,,(US) Active Insight Premium,USD,109.47,1,0,0,109.47,2024-05-01,2024-05-01,US,Japan,,Japan,
2386013,C2,,(US) C2 Storage Advanced,USD,2807.12,1,0,0,2807.12,2024-05-01,2024-05-01,US,Japan,,Japan,
2386014,C2,,(US) C2 Storage Basic,USD,236.06,1,0,0,236.06,2024-05-01,2024-05-01,US,Japan,,Japan,
2386015,C2,,(US) C2 Backup Individual,USD,18.4,1,0,0,18.4,2024-05-01,2024-05-01,US,Japan,,Japan,
2386016,C2,,(US) C2 Identity Business,USD,57.94,1,0,0,57.94,2024-05-01,2024-05-01,US,Japan,,Japan,
2386017,C2,,(US) C2 Object Storage Standard,USD,48.99,1,0,0,48.99,2024-05-01,2024-05-01,US,Japan,,Japan,
2386018,C2,,(US) C2 Transfer Professional,USD,7.83,1,0,0,7.83,2024-05-01,2024-05-01,US,Japan,,Japan,
2386019,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,7.05,1,0,0,7.05,2024-05-01,2024-05-01,US,Japan,,Japan,
2386020,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,28.2,1,0,0,28.2,2024-05-01,2024-05-01,US,Japan,,Japan,
2386021,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,3.92,1,0,0,3.92,2024-05-01,2024-05-01,US,Japan,,Japan,
2386022,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,4.93,1,0,0,4.93,2024-05-01,2024-05-01,US,Japan,,Japan,
2386023,C2,,US_SURVEILLANCE_PROFESSIONAL_1080P_YEAR_30D,USD,31.33,1,0,0,31.33,2024-05-01,2024-05-01,US,Japan,,Japan,
2386024,C2,,(EU) C2 Storage Advanced,EUR,172.33,1,0,0,172.33,2024-05-01,2024-05-01,EU,Kenya,,Kenya,
2386025,C2,,(EU) C2 Storage Basic,EUR,1.56,1,0,0,1.56,2024-05-01,2024-05-01,EU,Kenya,,Kenya,
2386026,C2,,(EU) C2 Backup Business,EUR,56.34,1,0,0,56.34,2024-05-01,2024-05-01,EU,Kenya,,Kenya,
2386027,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2024-05-01,2024-05-01,EU,Kyrgyzstan,,Kyrgyzstan,
2386028,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2024-05-01,2024-05-01,EU,Kyrgyzstan,,Kyrgyzstan,
2386029,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-05-01,2024-05-01,EU,Kyrgyzstan,,Kyrgyzstan,
2386030,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2024-05-01,2024-05-01,APAC,Kyrgyzstan,,Kyrgyzstan,
2386031,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2024-05-01,2024-05-01,EU,Cambodia,,Cambodia,
2386032,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2024-05-01,2024-05-01,US,Cambodia,,Cambodia,
2386033,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2024-05-01,2024-05-01,US,Cambodia,,Cambodia,
2386034,C2,,C2 Backup discount,USD,-3.93,1,0,0,-3.93,2024-05-01,2024-05-01,,Korea,,Korea,
2386035,C2,,C2 credit,USD,-1.07,1,0,0,-1.07,2024-05-01,2024-05-01,,Korea,,Korea,
2386036,C2,,(EU) Active Insight Premium,EUR,70.48,1,0,0,70.48,2024-05-01,2024-05-01,EU,Korea,,Korea,
2386037,C2,,(EU) C2 Storage Advanced,EUR,419.72,1,0,0,419.72,2024-05-01,2024-05-01,EU,Korea,,Korea,
2386038,C2,,(EU) C2 Storage Basic,EUR,51.5,1,0,0,51.5,2024-05-01,2024-05-01,EU,Korea,,Korea,
2386039,C2,,(EU) C2 Password Plus,EUR,0.78,1,0,0,0.78,2024-05-01,2024-05-01,EU,Korea,,Korea,
2386040,C2,,(US) C2 Password Plus,USD,0.78,1,0,0,0.78,2024-05-01,2024-05-01,US,Korea,,Korea,
2386041,C2,,(APAC) C2 Backup Business,USD,158.47,1,0,0,158.47,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386042,C2,,(APAC) C2 Backup Individual,USD,37.41,1,0,0,37.41,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386043,C2,,(APAC) C2 Object Storage Standard,USD,20.66,1,0,0,20.66,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386044,C2,,(APAC) C2 Password Plus,USD,0.86,1,0,0,0.86,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386045,C2,,(APAC) C2 Storage Advanced,USD,789.93,1,0,0,789.93,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386046,C2,,(APAC) C2 Storage Basic,USD,60.01,1,0,0,60.01,2024-05-01,2024-05-01,APAC,Korea,,Korea,
2386047,C2,,(US) Active Insight Premium,USD,32.45,1,0,0,32.45,2024-05-01,2024-05-01,US,Korea,,Korea,
2386048,C2,,(US) C2 Storage Advanced,USD,1733.35,1,0,0,1733.35,2024-05-01,2024-05-01,US,Korea,,Korea,
2386049,C2,,(US) C2 Storage Basic,USD,50.66,1,0,0,50.66,2024-05-01,2024-05-01,US,Korea,,Korea,
2386050,C2,,(US) C2 Identity Business,USD,23.49,1,0,0,23.49,2024-05-01,2024-05-01,US,Korea,,Korea,
2386051,C2,,(US) C2 Object Storage Standard,USD,6.57,1,0,0,6.57,2024-05-01,2024-05-01,US,Korea,,Korea,
2386052,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,14.1,1,0,0,14.1,2024-05-01,2024-05-01,US,Korea,,Korea,
2386053,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,4.7,1,0,0,4.7,2024-05-01,2024-05-01,US,Korea,,Korea,
2386054,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.96,1,0,0,1.96,2024-05-01,2024-05-01,US,Korea,,Korea,
2386055,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,4.46,1,0,0,4.46,2024-05-01,2024-05-01,US,Korea,,Korea,
2386056,C2,,(EU) Active Insight Premium,EUR,4.7,1,0,0,4.7,2024-05-01,2024-05-01,EU,Kuwait,,Kuwait,
2386057,C2,,(EU) C2 Storage Advanced,EUR,103.76,1,0,0,103.76,2024-05-01,2024-05-01,EU,Kuwait,,Kuwait,
2386058,C2,,(EU) C2 Storage Basic,EUR,8.23,1,0,0,8.23,2024-05-01,2024-05-01,EU,Kuwait,,Kuwait,
2386059,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,6.34,1,0,0,6.34,2024-05-01,2024-05-01,EU,Kuwait,,Kuwait,
2386060,C2,,(APAC) C2 Backup Business,USD,51.65,1,0,0,51.65,2024-05-01,2024-05-01,APAC,Kuwait,,Kuwait,
2386061,C2,,(APAC) C2 Storage Advanced,USD,15.11,1,0,0,15.11,2024-05-01,2024-05-01,APAC,Kuwait,,Kuwait,
2386062,C2,,(US) C2 Storage Advanced,USD,224.11,1,0,0,224.11,2024-05-01,2024-05-01,US,Kuwait,,Kuwait,
2386063,C2,,(US) C2 Backup Business,USD,39.16,1,0,0,39.16,2024-05-01,2024-05-01,US,Kuwait,,Kuwait,
2386064,C2,,(EU) C2 Storage Basic,EUR,6.41,1,0,0,6.41,2024-05-01,2024-05-01,EU,Cayman Islands,,Cayman Islands,
2386065,C2,,(US) C2 Storage Advanced,USD,19.38,1,0,0,19.38,2024-05-01,2024-05-01,US,Cayman Islands,,Cayman Islands,
2386066,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2024-05-01,2024-05-01,US,Cayman Islands,,Cayman Islands,
2386067,C2,,(EU) C2 Storage Advanced,EUR,41.63,1,0,0,41.63,2024-05-01,2024-05-01,EU,Kazakhstan,,Kazakhstan,
2386068,C2,,(EU) C2 Storage Basic,EUR,10.33,1,0,0,10.33,2024-05-01,2024-05-01,EU,Kazakhstan,,Kazakhstan,
2386069,C2,,(EU) C2 Object Storage Standard,EUR,26.28,1,0,0,26.28,2024-05-01,2024-05-01,EU,Kazakhstan,,Kazakhstan,
2386070,C2,,(EU) C2 Backup Individual,EUR,9.39,1,0,0,9.39,2024-05-01,2024-05-01,EU,Kazakhstan,,Kazakhstan,
2386071,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-05-01,2024-05-01,EU,Kazakhstan,,Kazakhstan,
2386072,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-05-01,2024-05-01,US,Kazakhstan,,Kazakhstan,
2386073,C2,,(APAC) C2 Storage Advanced,USD,11.74,1,0,0,11.74,2024-05-01,2024-05-01,APAC,Kazakhstan,,Kazakhstan,
2386074,C2,,(US) C2 Storage Advanced,USD,33.0,1,0,0,33.0,2024-05-01,2024-05-01,US,Kazakhstan,,Kazakhstan,
2386075,C2,,(US) C2 Storage Basic,USD,11.36,1,0,0,11.36,2024-05-01,2024-05-01,US,Kazakhstan,,Kazakhstan,
2386076,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,16.45,1,0,0,16.45,2024-05-01,2024-05-01,US,Kazakhstan,,Kazakhstan,
2386077,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2024-05-01,2024-05-01,EU,Lao People's Democratic Republic,,Lao People's Democratic Republic,
2386078,C2,,(EU) Active Insight Premium,EUR,4.14,1,0,0,4.14,2024-05-01,2024-05-01,EU,Lebanon,,Lebanon,
2386079,C2,,(EU) C2 Storage Advanced,EUR,59.92,1,0,0,59.92,2024-05-01,2024-05-01,EU,Lebanon,,Lebanon,
2386080,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2024-05-01,2024-05-01,EU,Lebanon,,Lebanon,
2386081,C2,,(EU) C2 Object Storage Standard,EUR,27.41,1,0,0,27.41,2024-05-01,2024-05-01,EU,Lebanon,,Lebanon,
2386082,C2,,(US) C2 Storage Advanced,USD,27.41,1,0,0,27.41,2024-05-01,2024-05-01,US,Lebanon,,Lebanon,
2386083,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2024-05-01,2024-05-01,EU,Saint Lucia,,Saint Lucia,
2386084,C2,,(EU) C2 Backup Individual,EUR,9.39,1,0,0,9.39,2024-05-01,2024-05-01,EU,Saint Lucia,,Saint Lucia,
2386085,C2,,C2 credit,EUR,-4.0,1,0,0,-4.0,2024-05-01,2024-05-01,,Liechtenstein,,Liechtenstein,
2386086,C2,,(EU) Active Insight Premium,EUR,13.58,1,0,0,13.58,2024-05-01,2024-05-01,EU,Liechtenstein,,Liechtenstein,
2386087,C2,,(EU) C2 Storage Advanced,EUR,267.46,1,0,0,267.46,2024-05-01,2024-05-01,EU,Liechtenstein,,Liechtenstein,
2386088,C2,,(EU) C2 Storage Basic,EUR,43.47,1,0,0,43.47,2024-05-01,2024-05-01,EU,Liechtenstein,,Liechtenstein,
2386089,C2,,(EU) C2 Backup Business,EUR,155.39,1,0,0,155.39,2024-05-01,2024-05-01,EU,Liechtenstein,,Liechtenstein,
2386090,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2024-05-01,2024-05-01,EU,Sri Lanka,,Sri Lanka,
2386091,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2024-05-01,2024-05-01,EU,Sri Lanka,,Sri Lanka,
2386092,C2,,(APAC) C2 Object Storage Standard,USD,8.62,1,0,0,8.62,2024-05-01,2024-05-01,APAC,Sri Lanka,,Sri Lanka,
2386093,C2,,(US) C2 Storage Advanced,USD,16.45,1,0,0,16.45,2024-05-01,2024-05-01,US,Sri Lanka,,Sri Lanka,
2386094,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-05-01,2024-05-01,US,Sri Lanka,,Sri Lanka,
2386095,C2,,(EU) C2 Storage Advanced,EUR,21.93,1,0,0,21.93,2024-05-01,2024-05-01,EU,Liberia,,Liberia,
2386096,C2,,C2 credit,EUR,-3.08,1,0,0,-3.08,2024-05-01,2024-05-01,,Lithuania,,Lithuania,
2386097,C2,,(EU) Active Insight Premium,EUR,13.44,1,0,0,13.44,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386098,C2,,(EU) C2 Storage Advanced,EUR,794.05,1,0,0,794.05,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386099,C2,,(EU) C2 Storage Basic,EUR,76.44,1,0,0,76.44,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386100,C2,,(EU) C2 Backup Individual,EUR,2.74,1,0,0,2.74,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386101,C2,,(EU) C2 Backup Business,EUR,93.91,1,0,0,93.91,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386102,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386103,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,9.4,1,0,0,9.4,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386104,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,4.93,1,0,0,4.93,2024-05-01,2024-05-01,EU,Lithuania,,Lithuania,
2386105,C2,,(US) C2 Storage Advanced,USD,11.3,1,0,0,11.3,2024-05-01,2024-05-01,US,Lithuania,,Lithuania,
2386106,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2024-05-01,2024-05-01,US,Lithuania,,Lithuania,
2386107,C2,,(EU) Active Insight Premium,EUR,176.44,1,0,0,176.44,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386108,C2,,(EU) C2 Storage Advanced,EUR,3553.09,1,0,0,3553.09,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386109,C2,,(EU) C2 Storage Basic,EUR,272.39,1,0,0,272.39,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386110,C2,,(EU) C2 Backup Individual,EUR,36.81,1,0,0,36.81,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386111,C2,,(EU) C2 Identity Business,EUR,15.66,1,0,0,15.66,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386112,C2,,(EU) C2 Object Storage Standard,EUR,18.73,1,0,0,18.73,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386113,C2,,(EU) C2 Backup Business,EUR,507.43,1,0,0,507.43,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386114,C2,,(EU) C2 Password Plus,EUR,1.95,1,0,0,1.95,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386115,C2,,(EU) C2 Transfer Professional,EUR,9.39,1,0,0,9.39,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386116,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,42.87,1,0,0,42.87,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386117,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,23.5,1,0,0,23.5,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386118,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,4.07,1,0,0,4.07,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386119,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,2.11,1,0,0,2.11,2024-05-01,2024-05-01,EU,Luxembourg,,Luxembourg,
2386120,C2,,(APAC) C2 Storage Advanced,USD,5.87,1,0,0,5.87,2024-05-01,2024-05-01,APAC,Luxembourg,,Luxembourg,
2386121,C2,,(US) C2 Storage Advanced,USD,16.45,1,0,0,16.45,2024-05-01,2024-05-01,US,Luxembourg,,Luxembourg,
2386122,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-05-01,2024-05-01,US,Luxembourg,,Luxembourg,
2386123,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,21.42,1,0,0,21.42,2024-05-01,2024-05-01,US,Luxembourg,,Luxembourg,
2386124,C2,,(EU) C2 Storage Advanced,EUR,321.07,1,0,0,321.07,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386125,C2,,(EU) C2 Storage Basic,EUR,45.44,1,0,0,45.44,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386126,C2,,(EU) C2 Backup Individual,EUR,19.58,1,0,0,19.58,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386127,C2,,(EU) C2 Identity Business,EUR,18.71,1,0,0,18.71,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386128,C2,,(EU) C2 Object Storage Standard,EUR,6.57,1,0,0,6.57,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386129,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-05-01,2024-05-01,EU,Latvia,,Latvia,
2386130,C2,,(US) C2 Storage Advanced,USD,13.14,1,0,0,13.14,2024-05-01,2024-05-01,US,Latvia,,Latvia,
2386131,C2,,(EU) C2 Storage Advanced,EUR,93.12,1,0,0,93.12,2024-05-01,2024-05-01,EU,Morocco,,Morocco,
2386132,C2,,(EU) C2 Storage Basic,EUR,7.97,1,0,0,7.97,2024-05-01,2024-05-01,EU,Morocco,,Morocco,
2386133,C2,,(EU) C2 Storage Advanced,EUR,300.06,1,0,0,300.06,2024-05-01,2024-05-01,EU,Monaco,,Monaco,
2386134,C2,,(EU) C2 Storage Basic,EUR,16.84,1,0,0,16.84,2024-05-01,2024-05-01,EU,Monaco,,Monaco,
2386135,C2,,(EU) C2 Storage Advanced,EUR,252.15,1,0,0,252.15,2024-05-01,2024-05-01,EU,Moldova,,Moldova,
2386136,C2,,(EU) C2 Storage Basic,EUR,1.95,1,0,0,1.95,2024-05-01,2024-05-01,EU,Moldova,,Moldova,
2386137,C2,,(EU) C2 Backup Individual,EUR,9.39,1,0,0,9.39,2024-05-01,2024-05-01,EU,Moldova,,Moldova,
2386138,C2,,(US) Active Insight Premium,USD,6.26,1,0,0,6.26,2024-05-01,2024-05-01,US,Moldova,,Moldova,
2386139,C2,,(EU) C2 Storage Advanced,EUR,19.71,1,0,0,19.71,2024-05-01,2024-05-01,EU,Montenegro,,Montenegro,
2386140,C2,,(EU) C2 Storage Basic,EUR,1.96,1,0,0,1.96,2024-05-01,2024-05-01,EU,Montenegro,,Montenegro,
2386141,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2024-05-01,2024-05-01,EU,Montenegro,,Montenegro,
2386142,C2,,(EU) C2 Storage Advanced,EUR,40.55,1,0,0,40.55,2024-05-01,2024-05-01,EU,Saint Martin (French part),,Saint Martin (French part),
2386143,C2,,(EU) C2 Storage Basic,EUR,1.96,1,0,0,1.96,2024-05-01,2024-05-01,EU,Saint Martin (French part),,Saint Martin (French part),
2386144,C2,,(US) C2 Storage Advanced,USD,23.57,1,0,0,23.57,2024-05-01,2024-05-01,US,Saint Martin (French part),,Saint Martin (French part),
2386145,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-05-01,2024-05-01,US,Saint Martin (French part),,Saint Martin (French part),
2386146,C2,,(EU) C2 Storage Advanced,EUR,193.99,1,0,0,193.99,2024-05-01,2024-05-01,EU,"Macedonia, the Former Yugoslav Republic of",,"Macedonia, the Former Yugoslav Republic of",
2386147,C2,,(EU) C2 Storage Basic,EUR,19.58,1,0,0,19.58,2024-05-01,2024-05-01,EU,"Macedonia, the Former Yugoslav Republic of",,"Macedonia, the Former Yugoslav Republic of",
2386148,C2,,(EU) C2 Backup Individual,EUR,2.74,1,0,0,2.74,2024-05-01,2024-05-01,EU,"Macedonia, the Former Yugoslav Republic of",,"Macedonia, the Former Yugoslav Republic of",
2386149,C2,,(EU) C2 Storage Advanced,EUR,58.26,1,0,0,58.26,2024-05-01,2024-05-01,EU,Myanmar,,Myanmar,
2386150,C2,,(APAC) C2 Storage Advanced,USD,34.84,1,0,0,34.84,2024-05-01,2024-05-01,APAC,Myanmar,,Myanmar,
2386151,C2,,(US) C2 Storage Advanced,USD,69.32,1,0,0,69.32,2024-05-01,2024-05-01,US,Myanmar,,Myanmar,
2386152,C2,,(US) C2 Storage Basic,USD,1.56,1,0,0,1.56,2024-05-01,2024-05-01,US,Myanmar,,Myanmar,
2386153,C2,,(US) C2 Transfer Professional,USD,9.39,1,0,0,9.39,2024-05-01,2024-05-01,US,Myanmar,,Myanmar,
2386154,C2,,(EU) Active Insight Premium,EUR,1.57,1,0,0,1.57,2024-05-01,2024-05-01,EU,Macao,,Macao,
2386155,C2,,(EU) C2 Storage Advanced,EUR,21.93,1,0,0,21.93,2024-05-01,2024-05-01,EU,Macao,,Macao,
2386156,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2024-05-01,2024-05-01,EU,Macao,,Macao,
2386157,C2,,(APAC) C2 Backup Individual,USD,8.62,1,0,0,8.62,2024-05-01,2024-05-01,APAC,Macao,,Macao,
2386158,C2,,(APAC) C2 Storage Advanced,USD,11.74,1,0,0,11.74,2024-05-01,2024-05-01,APAC,Macao,,Macao,
2386159,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2024-05-01,2024-05-01,US,Macao,,Macao,
2386160,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2024-05-01,2024-05-01,US,Macao,,Macao,
2386161,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.7,1,0,0,0.7,2024-05-01,2024-05-01,US,Macao,,Macao,
2386162,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2024-05-01,2024-05-01,US,Northern Mariana Islands,,Northern Mariana Islands,
2386163,C2,,(EU) Active Insight Premium,EUR,14.09,1,0,0,14.09,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386164,C2,,(EU) C2 Storage Advanced,EUR,203.34,1,0,0,203.34,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386165,C2,,(EU) C2 Storage Basic,EUR,20.51,1,0,0,20.51,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386166,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386167,C2,,(EU) C2 Backup Business,EUR,78.32,1,0,0,78.32,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386168,C2,,(EU) C2 Backup Individual,EUR,7.83,1,0,0,7.83,2024-05-01,2024-05-01,EU,Martinique,,Martinique,
2386169,C2,,(US) C2 Storage Advanced,USD,127.37,1,0,0,127.37,2024-05-01,2024-05-01,US,Martinique,,Martinique,
2386170,C2,,(US) C2 Backup Business,USD,39.16,1,0,0,39.16,2024-05-01,2024-05-01,US,Martinique,,Martinique,
2386171,C2,,(EU) Active Insight Premium,EUR,1.98,1,0,0,1.98,2024-05-01,2024-05-01,EU,Malta,,Malta,
2386172,C2,,(EU) C2 Storage Advanced,EUR,117.51,1,0,0,117.51,2024-05-01,2024-05-01,EU,Malta,,Malta,
2386173,C2,,(EU) C2 Storage Basic,EUR,29.13,1,0,0,29.13,2024-05-01,2024-05-01,EU,Malta,,Malta,
2386174,C2,,(EU) C2 Backup Individual,EUR,2.74,1,0,0,2.74,2024-05-01,2024-05-01,EU,Malta,,Malta,
2386175,C2,,(EU) C2 Storage Advanced,EUR,46.73,1,0,0,46.73,2024-05-01,2024-05-01,EU,Mauritius,,Mauritius,
