PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2375144,C2,,(US) C2 Backup Individual,USD,10.57,1,0,0,10.57,2023-09-01,2023-09-01,US,Israel,,Israel,
2375145,C2,,(US) C2 Backup Business,USD,46.95,1,0,0,46.95,2023-09-01,2023-09-01,US,Israel,,Israel,
2375146,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,1.86,1,0,0,1.86,2023-09-01,2023-09-01,US,Israel,,Israel,
2375147,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.25,1,0,0,1.25,2023-09-01,2023-09-01,US,Israel,,Israel,
2375148,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Isle of Man,,Isle of Man,
2375149,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2023-09-01,2023-09-01,EU,Isle of Man,,Isle of Man,
2375150,C2,,(EU) C2 Storage Basic,EUR,5.48,1,0,0,5.48,2023-09-01,2023-09-01,EU,Isle of Man,,Isle of Man,
2375151,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2023-09-01,2023-09-01,US,Isle of Man,,Isle of Man,
2375152,C2,,(EU) Active Insight Premium Early Bird,EUR,15.65,1,0,0,15.65,2023-09-01,2023-09-01,EU,India,,India,
2375153,C2,,(EU) Active Insight Premium,EUR,3.13,1,0,0,3.13,2023-09-01,2023-09-01,EU,India,,India,
2375154,C2,,(EU) C2 Storage Advanced,EUR,137.32,1,0,0,137.32,2023-09-01,2023-09-01,EU,India,,India,
2375155,C2,,(EU) C2 Storage Basic,EUR,16.06,1,0,0,16.06,2023-09-01,2023-09-01,EU,India,,India,
2375156,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.5,1,0,0,1.5,2023-09-01,2023-09-01,EU,India,,India,
2375157,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-09-01,2023-09-01,US,India,,India,
2375158,C2,,(APAC) C2 Storage Advanced,USD,73.08,1,0,0,73.08,2023-09-01,2023-09-01,APAC,India,,India,
2375159,C2,,(APAC) C2 Storage Basic,USD,4.69,1,0,0,4.69,2023-09-01,2023-09-01,APAC,India,,India,
2375160,C2,,(US) Active Insight Premium Early Bird,USD,0.78,1,0,0,0.78,2023-09-01,2023-09-01,US,India,,India,
2375161,C2,,(US) Active Insight Premium,USD,49.46,1,0,0,49.46,2023-09-01,2023-09-01,US,India,,India,
2375162,C2,,(US) C2 Storage Advanced,USD,491.54,1,0,0,491.54,2023-09-01,2023-09-01,US,India,,India,
2375163,C2,,(US) C2 Storage Basic,USD,14.89,1,0,0,14.89,2023-09-01,2023-09-01,US,India,,India,
2375164,C2,,(US) C2 Backup Individual,USD,2.33,1,0,0,2.33,2023-09-01,2023-09-01,US,India,,India,
2375165,C2,,(US) C2 Object Storage Standard,USD,12.05,1,0,0,12.05,2023-09-01,2023-09-01,US,India,,India,
2375166,C2,,(US) C2 Transfer Business,USD,39.17,1,0,0,39.17,2023-09-01,2023-09-01,US,India,,India,
2375167,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,4.51,1,0,0,4.51,2023-09-01,2023-09-01,US,India,,India,
2375168,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_90D,USD,4.98,1,0,0,4.98,2023-09-01,2023-09-01,US,India,,India,
2375169,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2023-09-01,2023-09-01,US,Iraq,,Iraq,
2375170,C2,,(EU) Active Insight Premium Early Bird,EUR,5.48,1,0,0,5.48,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375171,C2,,(EU) Active Insight Premium,EUR,5.13,1,0,0,5.13,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375172,C2,,(EU) C2 Storage Advanced,EUR,225.53,1,0,0,225.53,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375173,C2,,(EU) C2 Storage Basic,EUR,53.7,1,0,0,53.7,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375174,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,3.01,1,0,0,3.01,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375175,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,2.51,1,0,0,2.51,2023-09-01,2023-09-01,EU,Iceland,,Iceland,
2375176,C2,,(US) C2 Storage Advanced,USD,19.71,1,0,0,19.71,2023-09-01,2023-09-01,US,Iceland,,Iceland,
2375177,C2,,(US) C2 Storage Basic,USD,1.96,1,0,0,1.96,2023-09-01,2023-09-01,US,Iceland,,Iceland,
2375178,C2,,C2 credit,EUR,-260.67,1,0,0,-260.67,2023-09-01,2023-09-01,,Italy,,Italy,
2375179,C2,,(EU) Active Insight Premium Early Bird,EUR,756.44,1,0,0,756.44,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375180,C2,,(EU) Active Insight Premium,EUR,555.8,1,0,0,555.8,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375181,C2,,(EU) C2 Storage Advanced,EUR,28767.15,1,0,0,28767.15,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375182,C2,,(EU) C2 Storage Basic,EUR,4189.51,1,0,0,4189.51,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375183,C2,,(EU) C2 Backup Individual,EUR,319.26,1,0,0,319.26,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375184,C2,,(EU) C2 Identity Business,EUR,241.74,1,0,0,241.74,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375185,C2,,(EU) C2 Object Storage Standard,EUR,538.4,1,0,0,538.4,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375186,C2,,(EU) C2 Backup Business,EUR,1731.19,1,0,0,1731.19,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375187,C2,,(EU) C2 Password Plus,EUR,12.48,1,0,0,12.48,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375188,C2,,(EU) C2 Transfer Professional,EUR,7.83,1,0,0,7.83,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375189,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,125.16,1,0,0,125.16,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375190,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,7.46,1,0,0,7.46,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375191,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,6.26,1,0,0,6.26,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375192,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,55.5,1,0,0,55.5,2023-09-01,2023-09-01,EU,Italy,,Italy,
2375193,C2,,(APAC) C2 Storage Advanced,USD,15.31,1,0,0,15.31,2023-09-01,2023-09-01,APAC,Italy,,Italy,
2375194,C2,,(US) C2 Storage Advanced,USD,49.34,1,0,0,49.34,2023-09-01,2023-09-01,US,Italy,,Italy,
2375195,C2,,(US) C2 Storage Basic,USD,5.48,1,0,0,5.48,2023-09-01,2023-09-01,US,Italy,,Italy,
2375196,C2,,(US) C2 Object Storage Standard,USD,5.48,1,0,0,5.48,2023-09-01,2023-09-01,US,Italy,,Italy,
2375197,C2,,(EU) Active Insight Premium Early Bird,EUR,2.35,1,0,0,2.35,2023-09-01,2023-09-01,EU,Jersey,,Jersey,
2375198,C2,,(EU) C2 Storage Advanced,EUR,175.05,1,0,0,175.05,2023-09-01,2023-09-01,EU,Jersey,,Jersey,
2375199,C2,,(EU) C2 Storage Basic,EUR,21.69,1,0,0,21.69,2023-09-01,2023-09-01,EU,Jersey,,Jersey,
2375200,C2,,(EU) C2 Backup Individual,EUR,7.83,1,0,0,7.83,2023-09-01,2023-09-01,EU,Jersey,,Jersey,
2375201,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.5,1,0,0,1.5,2023-09-01,2023-09-01,EU,Jersey,,Jersey,
2375202,C2,,(EU) C2 Storage Advanced,EUR,16.45,1,0,0,16.45,2023-09-01,2023-09-01,EU,Jamaica,,Jamaica,
2375203,C2,,C2 credit,USD,-3.95,1,0,0,-3.95,2023-09-01,2023-09-01,,Jordan,,Jordan,
2375204,C2,,(EU) C2 Storage Advanced,EUR,192.27,1,0,0,192.27,2023-09-01,2023-09-01,EU,Jordan,,Jordan,
2375205,C2,,(EU) C2 Storage Basic,EUR,7.48,1,0,0,7.48,2023-09-01,2023-09-01,EU,Jordan,,Jordan,
2375206,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2023-09-01,2023-09-01,EU,Jordan,,Jordan,
2375207,C2,,(US) C2 Storage Advanced,USD,269.78,1,0,0,269.78,2023-09-01,2023-09-01,US,Jordan,,Jordan,
2375208,C2,,(US) C2 Backup Individual,USD,2.74,1,0,0,2.74,2023-09-01,2023-09-01,US,Jordan,,Jordan,
2375209,C2,,(EU) Active Insight Premium Early Bird,EUR,117.22,1,0,0,117.22,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375210,C2,,(EU) Active Insight Premium,EUR,24.21,1,0,0,24.21,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375211,C2,,(EU) C2 Storage Advanced,EUR,1004.2,1,0,0,1004.2,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375212,C2,,(EU) C2 Storage Basic,EUR,230.75,1,0,0,230.75,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375213,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375214,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.45,1,0,0,0.45,2023-09-01,2023-09-01,EU,Japan,,Japan,
2375215,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-09-01,2023-09-01,US,Japan,,Japan,
2375216,C2,,(APAC) C2 Backup Business,USD,94.73,1,0,0,94.73,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375217,C2,,(APAC) C2 Backup Individual,USD,25.86,1,0,0,25.86,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375218,C2,,(APAC) C2 Object Storage Standard,USD,25.85,1,0,0,25.85,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375219,C2,,(APAC) C2 Password Plus,USD,1.29,1,0,0,1.29,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375220,C2,,(APAC) C2 Transfer Business,USD,42.3,1,0,0,42.3,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375221,C2,,(APAC) C2 Storage Advanced,USD,1238.13,1,0,0,1238.13,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375222,C2,,(APAC) C2 Storage Basic,USD,77.49,1,0,0,77.49,2023-09-01,2023-09-01,APAC,Japan,,Japan,
2375223,C2,,(US) Active Insight Premium Early Bird,USD,11.74,1,0,0,11.74,2023-09-01,2023-09-01,US,Japan,,Japan,
2375224,C2,,(US) Active Insight Premium,USD,101.57,1,0,0,101.57,2023-09-01,2023-09-01,US,Japan,,Japan,
2375225,C2,,(US) C2 Storage Advanced,USD,2471.09,1,0,0,2471.09,2023-09-01,2023-09-01,US,Japan,,Japan,
2375226,C2,,(US) C2 Storage Basic,USD,231.93,1,0,0,231.93,2023-09-01,2023-09-01,US,Japan,,Japan,
2375227,C2,,(US) C2 Backup Individual,USD,19.96,1,0,0,19.96,2023-09-01,2023-09-01,US,Japan,,Japan,
2375228,C2,,(US) C2 Identity Business,USD,57.88,1,0,0,57.88,2023-09-01,2023-09-01,US,Japan,,Japan,
2375229,C2,,(US) C2 Object Storage Standard,USD,20.05,1,0,0,20.05,2023-09-01,2023-09-01,US,Japan,,Japan,
2375230,C2,,(US) C2 Transfer Professional,USD,7.83,1,0,0,7.83,2023-09-01,2023-09-01,US,Japan,,Japan,
2375231,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,13.72,1,0,0,13.72,2023-09-01,2023-09-01,US,Japan,,Japan,
2375232,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,5.72,1,0,0,5.72,2023-09-01,2023-09-01,US,Japan,,Japan,
2375233,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,2.76,1,0,0,2.76,2023-09-01,2023-09-01,US,Japan,,Japan,
2375234,C2,,(EU) C2 Storage Advanced,EUR,150.4,1,0,0,150.4,2023-09-01,2023-09-01,EU,Kenya,,Kenya,
2375235,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Kenya,,Kenya,
2375236,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2023-09-01,2023-09-01,EU,Kyrgyzstan,,Kyrgyzstan,
2375237,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2023-09-01,2023-09-01,EU,Kyrgyzstan,,Kyrgyzstan,
2375238,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2023-09-01,2023-09-01,APAC,Kyrgyzstan,,Kyrgyzstan,
2375239,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2023-09-01,2023-09-01,EU,Cambodia,,Cambodia,
2375240,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2023-09-01,2023-09-01,US,Cambodia,,Cambodia,
2375241,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2023-09-01,2023-09-01,US,Cambodia,,Cambodia,
2375242,C2,,(EU) Active Insight Premium Early Bird,EUR,81.27,1,0,0,81.27,2023-09-01,2023-09-01,EU,Korea,,Korea,
2375243,C2,,(EU) Active Insight Premium,EUR,40.73,1,0,0,40.73,2023-09-01,2023-09-01,EU,Korea,,Korea,
2375244,C2,,(EU) C2 Storage Advanced,EUR,402.67,1,0,0,402.67,2023-09-01,2023-09-01,EU,Korea,,Korea,
2375245,C2,,(EU) C2 Storage Basic,EUR,60.9,1,0,0,60.9,2023-09-01,2023-09-01,EU,Korea,,Korea,
2375246,C2,,(EU) C2 Password Plus,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Korea,,Korea,
2375247,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-09-01,2023-09-01,US,Korea,,Korea,
2375248,C2,,(APAC) C2 Backup Business,USD,323.7,1,0,0,323.7,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375249,C2,,(APAC) C2 Backup Individual,USD,21.93,1,0,0,21.93,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375250,C2,,(APAC) C2 Object Storage Standard,USD,10.33,1,0,0,10.33,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375251,C2,,(APAC) C2 Password Plus,USD,0.43,1,0,0,0.43,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375252,C2,,(APAC) C2 Storage Advanced,USD,710.09,1,0,0,710.09,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375253,C2,,(APAC) C2 Storage Basic,USD,37.48,1,0,0,37.48,2023-09-01,2023-09-01,APAC,Korea,,Korea,
2375254,C2,,(US) Active Insight Premium Early Bird,USD,9.39,1,0,0,9.39,2023-09-01,2023-09-01,US,Korea,,Korea,
2375255,C2,,(US) Active Insight Premium,USD,29.76,1,0,0,29.76,2023-09-01,2023-09-01,US,Korea,,Korea,
2375256,C2,,(US) C2 Storage Advanced,USD,1402.8,1,0,0,1402.8,2023-09-01,2023-09-01,US,Korea,,Korea,
2375257,C2,,(US) C2 Storage Basic,USD,73.84,1,0,0,73.84,2023-09-01,2023-09-01,US,Korea,,Korea,
2375258,C2,,(US) C2 Object Storage Standard,USD,29.57,1,0,0,29.57,2023-09-01,2023-09-01,US,Korea,,Korea,
2375259,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2023-09-01,2023-09-01,US,Korea,,Korea,
2375260,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,13.53,1,0,0,13.53,2023-09-01,2023-09-01,US,Korea,,Korea,
2375261,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,4.7,1,0,0,4.7,2023-09-01,2023-09-01,US,Korea,,Korea,
2375262,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,3.61,1,0,0,3.61,2023-09-01,2023-09-01,US,Korea,,Korea,
2375263,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,5.11,1,0,0,5.11,2023-09-01,2023-09-01,US,Korea,,Korea,
2375264,C2,,(EU) Active Insight Premium Early Bird,EUR,6.26,1,0,0,6.26,2023-09-01,2023-09-01,EU,Kuwait,,Kuwait,
2375265,C2,,(EU) C2 Storage Advanced,EUR,96.22,1,0,0,96.22,2023-09-01,2023-09-01,EU,Kuwait,,Kuwait,
2375266,C2,,(EU) C2 Storage Basic,EUR,12.14,1,0,0,12.14,2023-09-01,2023-09-01,EU,Kuwait,,Kuwait,
2375267,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,4.06,1,0,0,4.06,2023-09-01,2023-09-01,EU,Kuwait,,Kuwait,
2375268,C2,,(APAC) C2 Backup Business,USD,51.65,1,0,0,51.65,2023-09-01,2023-09-01,APAC,Kuwait,,Kuwait,
2375269,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2023-09-01,2023-09-01,US,Kuwait,,Kuwait,
2375270,C2,,(US) C2 Storage Advanced,USD,191.17,1,0,0,191.17,2023-09-01,2023-09-01,US,Kuwait,,Kuwait,
2375271,C2,,(US) C2 Backup Business,USD,46.95,1,0,0,46.95,2023-09-01,2023-09-01,US,Kuwait,,Kuwait,
2375272,C2,,(EU) C2 Storage Basic,EUR,6.41,1,0,0,6.41,2023-09-01,2023-09-01,EU,Cayman Islands,,Cayman Islands,
2375273,C2,,(US) C2 Storage Advanced,USD,10.96,1,0,0,10.96,2023-09-01,2023-09-01,US,Cayman Islands,,Cayman Islands,
2375274,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2023-09-01,2023-09-01,US,Cayman Islands,,Cayman Islands,
2375275,C2,,(EU) Active Insight Premium Early Bird,EUR,2.34,1,0,0,2.34,2023-09-01,2023-09-01,EU,Kazakhstan,,Kazakhstan,
2375276,C2,,(EU) C2 Storage Advanced,EUR,33.13,1,0,0,33.13,2023-09-01,2023-09-01,EU,Kazakhstan,,Kazakhstan,
2375277,C2,,(EU) C2 Storage Basic,EUR,12.29,1,0,0,12.29,2023-09-01,2023-09-01,EU,Kazakhstan,,Kazakhstan,
2375278,C2,,(EU) C2 Backup Individual,EUR,9.39,1,0,0,9.39,2023-09-01,2023-09-01,EU,Kazakhstan,,Kazakhstan,
2375279,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.45,1,0,0,0.45,2023-09-01,2023-09-01,EU,Kazakhstan,,Kazakhstan,
2375280,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-09-01,2023-09-01,US,Kazakhstan,,Kazakhstan,
2375281,C2,,(APAC) C2 Storage Advanced,USD,5.87,1,0,0,5.87,2023-09-01,2023-09-01,APAC,Kazakhstan,,Kazakhstan,
2375282,C2,,(US) Active Insight Premium,USD,3.13,1,0,0,3.13,2023-09-01,2023-09-01,US,Kazakhstan,,Kazakhstan,
2375283,C2,,(US) C2 Storage Advanced,USD,27.41,1,0,0,27.41,2023-09-01,2023-09-01,US,Kazakhstan,,Kazakhstan,
2375284,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2023-09-01,2023-09-01,US,Kazakhstan,,Kazakhstan,
2375285,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,9.02,1,0,0,9.02,2023-09-01,2023-09-01,US,Kazakhstan,,Kazakhstan,
2375286,C2,,(EU) C2 Storage Advanced,EUR,16.66,1,0,0,16.66,2023-09-01,2023-09-01,EU,Lao People's Democratic Republic,,Lao People's Democratic Republic,
2375287,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2023-09-01,2023-09-01,EU,Lao People's Democratic Republic,,Lao People's Democratic Republic,
2375288,C2,,(EU) Active Insight Premium Early Bird,EUR,2.35,1,0,0,2.35,2023-09-01,2023-09-01,EU,Lebanon,,Lebanon,
2375289,C2,,(EU) Active Insight Premium,EUR,1.01,1,0,0,1.01,2023-09-01,2023-09-01,EU,Lebanon,,Lebanon,
2375290,C2,,(EU) C2 Storage Advanced,EUR,59.32,1,0,0,59.32,2023-09-01,2023-09-01,EU,Lebanon,,Lebanon,
2375291,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2023-09-01,2023-09-01,EU,Lebanon,,Lebanon,
2375292,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Saint Lucia,,Saint Lucia,
2375293,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Saint Lucia,,Saint Lucia,
2375294,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375295,C2,,(EU) Active Insight Premium,EUR,7.83,1,0,0,7.83,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375296,C2,,(EU) C2 Storage Advanced,EUR,237.33,1,0,0,237.33,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375297,C2,,(EU) C2 Storage Basic,EUR,34.46,1,0,0,34.46,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375298,C2,,(EU) C2 Backup Individual,EUR,2.74,1,0,0,2.74,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375299,C2,,(EU) C2 Backup Business,EUR,106.44,1,0,0,106.44,2023-09-01,2023-09-01,EU,Liechtenstein,,Liechtenstein,
2375300,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2023-09-01,2023-09-01,EU,Sri Lanka,,Sri Lanka,
2375301,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2023-09-01,2023-09-01,EU,Sri Lanka,,Sri Lanka,
2375302,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2023-09-01,2023-09-01,APAC,Sri Lanka,,Sri Lanka,
2375303,C2,,(US) C2 Storage Advanced,USD,43.86,1,0,0,43.86,2023-09-01,2023-09-01,US,Sri Lanka,,Sri Lanka,
2375304,C2,,(US) C2 Storage Basic,USD,2.34,1,0,0,2.34,2023-09-01,2023-09-01,US,Sri Lanka,,Sri Lanka,
2375305,C2,,(EU) C2 Storage Advanced,EUR,21.93,1,0,0,21.93,2023-09-01,2023-09-01,EU,Liberia,,Liberia,
2375306,C2,,(EU) Active Insight Premium Early Bird,EUR,14.09,1,0,0,14.09,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375307,C2,,(EU) Active Insight Premium,EUR,0.91,1,0,0,0.91,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375308,C2,,(EU) C2 Storage Advanced,EUR,626.0,1,0,0,626.0,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375309,C2,,(EU) C2 Storage Basic,EUR,84.81,1,0,0,84.81,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375310,C2,,(EU) C2 Backup Individual,EUR,5.48,1,0,0,5.48,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375311,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375312,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,9.86,1,0,0,9.86,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375313,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,3.66,1,0,0,3.66,2023-09-01,2023-09-01,EU,Lithuania,,Lithuania,
2375314,C2,,(US) C2 Storage Advanced,USD,11.3,1,0,0,11.3,2023-09-01,2023-09-01,US,Lithuania,,Lithuania,
2375315,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2023-09-01,2023-09-01,US,Lithuania,,Lithuania,
2375316,C2,,(EU) Active Insight Premium Early Bird,EUR,143.21,1,0,0,143.21,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375317,C2,,(EU) Active Insight Premium,EUR,50.86,1,0,0,50.86,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375318,C2,,(EU) C2 Storage Advanced,EUR,2901.0,1,0,0,2901.0,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375319,C2,,(EU) C2 Storage Basic,EUR,282.78,1,0,0,282.78,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375320,C2,,(EU) C2 Backup Individual,EUR,49.58,1,0,0,49.58,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375321,C2,,(EU) C2 Identity Business,EUR,18.71,1,0,0,18.71,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375322,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375323,C2,,(EU) C2 Backup Business,EUR,319.23,1,0,0,319.23,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375324,C2,,(EU) C2 Password Plus,EUR,1.17,1,0,0,1.17,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375325,C2,,(EU) C2 Transfer Professional,EUR,9.39,1,0,0,9.39,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375326,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,24.9,1,0,0,24.9,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375327,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,4.27,1,0,0,4.27,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375328,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,23.5,1,0,0,23.5,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375329,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,2.6,1,0,0,2.6,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375330,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,7.82,1,0,0,7.82,2023-09-01,2023-09-01,EU,Luxembourg,,Luxembourg,
2375331,C2,,(APAC) C2 Storage Advanced,USD,5.87,1,0,0,5.87,2023-09-01,2023-09-01,APAC,Luxembourg,,Luxembourg,
2375332,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2023-09-01,2023-09-01,US,Luxembourg,,Luxembourg,
2375333,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,18.8,1,0,0,18.8,2023-09-01,2023-09-01,US,Luxembourg,,Luxembourg,
2375334,C2,,(EU) Active Insight Premium Early Bird,EUR,3.14,1,0,0,3.14,2023-09-01,2023-09-01,EU,Latvia,,Latvia,
2375335,C2,,(EU) Active Insight Premium,EUR,1.35,1,0,0,1.35,2023-09-01,2023-09-01,EU,Latvia,,Latvia,
2375336,C2,,(EU) C2 Storage Advanced,EUR,284.87,1,0,0,284.87,2023-09-01,2023-09-01,EU,Latvia,,Latvia,
