PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2367004,C2,,C2 credit,EUR,-88.64,1,0,0,-88.64,2023-03-01,2023-03-01,,Switzerland,,Switzerland,
2367005,C2,,(EU) Active Insight Premium Early Bird,EUR,1172.15,1,0,0,1172.15,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367006,C2,,(EU) Active Insight Premium,EUR,133.85,1,0,0,133.85,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367007,C2,,(EU) C2 Storage Advanced,EUR,32237.39,1,0,0,32237.39,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367008,C2,,(EU) C2 Storage Basic,EUR,7099.11,1,0,0,7099.11,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367009,C2,,(EU) C2 Backup Enterprise,EUR,469.77,1,0,0,469.77,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367010,C2,,(EU) C2 Backup Individual,EUR,881.41,1,0,0,881.41,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367011,C2,,(EU) C2 Identity Business,EUR,28.06,1,0,0,28.06,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367012,C2,,(EU) C2 Object Storage Standard,EUR,66.83,1,0,0,66.83,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367013,C2,,(EU) C2 Backup Business,EUR,1499.54,1,0,0,1499.54,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367014,C2,,(EU) C2 Password Plus,EUR,21.49,1,0,0,21.49,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367015,C2,,(EU) C2 Transfer Professional,EUR,36.0,1,0,0,36.0,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367016,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,140.01,1,0,0,140.01,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367017,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,15.42,1,0,0,15.42,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367018,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,18.25,1,0,0,18.25,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367019,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,22.53,1,0,0,22.53,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367020,C2,,EU_SURVEILLANCE_PROFESSIONAL_1080P_YEAR_30D,EUR,10.03,1,0,0,10.03,2023-03-01,2023-03-01,EU,Switzerland,,Switzerland,
2367021,C2,,(APAC) C2 Storage Advanced,USD,93.2,1,0,0,93.2,2023-03-01,2023-03-01,APAC,Switzerland,,Switzerland,
2367022,C2,,(US) Active Insight Premium Early Bird,USD,5.48,1,0,0,5.48,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367023,C2,,(US) C2 Storage Advanced,USD,190.24,1,0,0,190.24,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367024,C2,,(US) C2 Storage Basic,USD,19.58,1,0,0,19.58,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367025,C2,,(US) C2 Backup Individual,USD,19.58,1,0,0,19.58,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367026,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,7.52,1,0,0,7.52,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367027,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.25,1,0,0,1.25,2023-03-01,2023-03-01,US,Switzerland,,Switzerland,
2367028,C2,,(EU) Active Insight Premium Early Bird,EUR,2.35,1,0,0,2.35,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367029,C2,,(EU) C2 Storage Advanced,EUR,87.41,1,0,0,87.41,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367030,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367031,C2,,(EU) C2 Backup Business,EUR,57.9,1,0,0,57.9,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367032,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367033,C2,,(EU) C2 Transfer Business,EUR,46.99,1,0,0,46.99,2023-03-01,2023-03-01,EU,Côte d'Ivoire,,Côte d'Ivoire,
2367034,C2,,(EU) Active Insight Premium Early Bird,EUR,1.57,1,0,0,1.57,2023-03-01,2023-03-01,EU,Chile,,Chile,
2367035,C2,,(EU) C2 Storage Advanced,EUR,32.89,1,0,0,32.89,2023-03-01,2023-03-01,EU,Chile,,Chile,
2367036,C2,,(EU) C2 Storage Basic,EUR,16.06,1,0,0,16.06,2023-03-01,2023-03-01,EU,Chile,,Chile,
2367037,C2,,(US) C2 Storage Advanced,USD,176.58,1,0,0,176.58,2023-03-01,2023-03-01,US,Chile,,Chile,
2367038,C2,,(US) C2 Storage Basic,USD,14.19,1,0,0,14.19,2023-03-01,2023-03-01,US,Chile,,Chile,
2367039,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,1.5,1,0,0,1.5,2023-03-01,2023-03-01,US,Chile,,Chile,
2367040,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,USD,12.03,1,0,0,12.03,2023-03-01,2023-03-01,US,Chile,,Chile,
2367041,C2,,(EU) Active Insight Premium Early Bird,EUR,3.13,1,0,0,3.13,2023-03-01,2023-03-01,EU,China,,China,
2367042,C2,,(EU) C2 Storage Advanced,EUR,41.16,1,0,0,41.16,2023-03-01,2023-03-01,EU,China,,China,
2367043,C2,,(EU) C2 Storage Basic,EUR,15.03,1,0,0,15.03,2023-03-01,2023-03-01,EU,China,,China,
2367044,C2,,(APAC) C2 Object Storage Standard,USD,10.33,1,0,0,10.33,2023-03-01,2023-03-01,APAC,China,,China,
2367045,C2,,(APAC) C2 Storage Advanced,USD,23.61,1,0,0,23.61,2023-03-01,2023-03-01,APAC,China,,China,
2367046,C2,,(APAC) C2 Storage Basic,USD,5.19,1,0,0,5.19,2023-03-01,2023-03-01,APAC,China,,China,
2367047,C2,,(US) Active Insight Premium Early Bird,USD,0.78,1,0,0,0.78,2023-03-01,2023-03-01,US,China,,China,
2367048,C2,,(US) C2 Storage Advanced,USD,40.56,1,0,0,40.56,2023-03-01,2023-03-01,US,China,,China,
2367049,C2,,(US) C2 Storage Basic,USD,18.02,1,0,0,18.02,2023-03-01,2023-03-01,US,China,,China,
2367050,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,3.01,1,0,0,3.01,2023-03-01,2023-03-01,US,China,,China,
2367051,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.9,1,0,0,0.9,2023-03-01,2023-03-01,US,China,,China,
2367052,C2,,(EU) Active Insight Premium Early Bird,EUR,1.57,1,0,0,1.57,2023-03-01,2023-03-01,EU,Colombia,,Colombia,
2367053,C2,,(EU) C2 Storage Advanced,EUR,128.06,1,0,0,128.06,2023-03-01,2023-03-01,EU,Colombia,,Colombia,
2367054,C2,,(EU) C2 Storage Basic,EUR,12.14,1,0,0,12.14,2023-03-01,2023-03-01,EU,Colombia,,Colombia,
2367055,C2,,(US) C2 Storage Advanced,USD,533.05,1,0,0,533.05,2023-03-01,2023-03-01,US,Colombia,,Colombia,
2367056,C2,,(US) C2 Storage Basic,USD,9.55,1,0,0,9.55,2023-03-01,2023-03-01,US,Colombia,,Colombia,
2367057,C2,,(US) C2 Backup Business,USD,39.16,1,0,0,39.16,2023-03-01,2023-03-01,US,Colombia,,Colombia,
2367058,C2,,(EU) Active Insight Premium Early Bird,EUR,3.13,1,0,0,3.13,2023-03-01,2023-03-01,EU,Costa Rica,,Costa Rica,
2367059,C2,,(EU) C2 Storage Advanced,EUR,21.94,1,0,0,21.94,2023-03-01,2023-03-01,EU,Costa Rica,,Costa Rica,
2367060,C2,,(EU) C2 Storage Basic,EUR,5.63,1,0,0,5.63,2023-03-01,2023-03-01,EU,Costa Rica,,Costa Rica,
2367061,C2,,(US) C2 Storage Advanced,USD,67.97,1,0,0,67.97,2023-03-01,2023-03-01,US,Costa Rica,,Costa Rica,
2367062,C2,,(US) C2 Backup Business,USD,78.33,1,0,0,78.33,2023-03-01,2023-03-01,US,Costa Rica,,Costa Rica,
2367063,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.25,1,0,0,1.25,2023-03-01,2023-03-01,US,Costa Rica,,Costa Rica,
2367064,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2023-03-01,2023-03-01,EU,Cape Verde,,Cape Verde,
2367065,C2,,(EU) C2 Storage Advanced,EUR,27.94,1,0,0,27.94,2023-03-01,2023-03-01,EU,Curaçao,,Curaçao,
2367066,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2023-03-01,2023-03-01,EU,Curaçao,,Curaçao,
2367067,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,2.7,1,0,0,2.7,2023-03-01,2023-03-01,US,Curaçao,,Curaçao,
2367068,C2,,(EU) Active Insight Premium Early Bird,EUR,75.13,1,0,0,75.13,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367069,C2,,(EU) Active Insight Premium,EUR,4.17,1,0,0,4.17,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367070,C2,,(EU) C2 Storage Advanced,EUR,2202.58,1,0,0,2202.58,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367071,C2,,(EU) C2 Storage Basic,EUR,228.43,1,0,0,228.43,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367072,C2,,(EU) C2 Backup Individual,EUR,16.05,1,0,0,16.05,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367073,C2,,(EU) C2 Object Storage Standard,EUR,54.82,1,0,0,54.82,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367074,C2,,(EU) C2 Backup Business,EUR,135.87,1,0,0,135.87,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367075,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.5,1,0,0,1.5,2023-03-01,2023-03-01,EU,Cyprus,,Cyprus,
2367076,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2023-03-01,2023-03-01,US,Cyprus,,Cyprus,
2367077,C2,,C2 credit,EUR,-7.45,1,0,0,-7.45,2023-03-01,2023-03-01,,Czech,,Czech,
2367078,C2,,(EU) Active Insight Premium Early Bird,EUR,285.64,1,0,0,285.64,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367079,C2,,(EU) Active Insight Premium,EUR,18.53,1,0,0,18.53,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367080,C2,,(EU) C2 Storage Advanced,EUR,4220.83,1,0,0,4220.83,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367081,C2,,(EU) C2 Storage Basic,EUR,1308.47,1,0,0,1308.47,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367082,C2,,(EU) C2 Backup Individual,EUR,108.04,1,0,0,108.04,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367083,C2,,(EU) C2 Object Storage Standard,EUR,23.02,1,0,0,23.02,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367084,C2,,(EU) C2 Backup Business,EUR,155.98,1,0,0,155.98,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367085,C2,,(EU) C2 Password Plus,EUR,5.46,1,0,0,5.46,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367086,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,22.23,1,0,0,22.23,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367087,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,4.7,1,0,0,4.7,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367088,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,17.85,1,0,0,17.85,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367089,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,8.56,1,0,0,8.56,2023-03-01,2023-03-01,EU,Czech,,Czech,
2367090,C2,,(US) Active Insight Premium,USD,17.22,1,0,0,17.22,2023-03-01,2023-03-01,US,Czech,,Czech,
2367091,C2,,(US) C2 Storage Advanced,USD,54.83,1,0,0,54.83,2023-03-01,2023-03-01,US,Czech,,Czech,
2367092,C2,,(US) C2 Storage Basic,USD,9.15,1,0,0,9.15,2023-03-01,2023-03-01,US,Czech,,Czech,
2367093,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,1.15,1,0,0,1.15,2023-03-01,2023-03-01,US,Czech,,Czech,
2367094,C2,,C2 credit,EUR,-552.4,1,0,0,-552.4,2023-03-01,2023-03-01,,Germany,,Germany,
2367095,C2,,(EU) Active Insight Premium Early Bird,EUR,2847.55,1,0,0,2847.55,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367096,C2,,(EU) Active Insight Premium,EUR,292.81,1,0,0,292.81,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367097,C2,,(EU) C2 Storage Advanced,EUR,108949.43,1,0,0,108949.43,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367098,C2,,(EU) C2 Storage Basic,EUR,28604.87,1,0,0,28604.87,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367099,C2,,(EU) C2 Backup Enterprise,EUR,403.11,1,0,0,403.11,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367100,C2,,(EU) C2 Backup Individual,EUR,1934.59,1,0,0,1934.59,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367101,C2,,(EU) C2 Identity Business,EUR,172.1,1,0,0,172.1,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367102,C2,,(EU) C2 Object Storage Standard,EUR,735.88,1,0,0,735.88,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367103,C2,,(EU) C2 Backup Business,EUR,4397.65,1,0,0,4397.65,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367104,C2,,(EU) C2 Password Plus,EUR,94.98,1,0,0,94.98,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367105,C2,,(EU) C2 Transfer Business,EUR,39.17,1,0,0,39.17,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367106,C2,,(EU) C2 Transfer Professional,EUR,205.16,1,0,0,205.16,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367107,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,549.5,1,0,0,549.5,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367108,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,39.1,1,0,0,39.1,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367109,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,15.04,1,0,0,15.04,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367110,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,118.26,1,0,0,118.26,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367111,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,86.27,1,0,0,86.27,2023-03-01,2023-03-01,EU,Germany,,Germany,
2367112,C2,,(APAC) C2 Storage Basic,USD,1.72,1,0,0,1.72,2023-03-01,2023-03-01,APAC,Germany,,Germany,
2367113,C2,,(US) C2 Storage Advanced,USD,335.45,1,0,0,335.45,2023-03-01,2023-03-01,US,Germany,,Germany,
2367114,C2,,(US) C2 Storage Basic,USD,44.25,1,0,0,44.25,2023-03-01,2023-03-01,US,Germany,,Germany,
2367115,C2,,(US) C2 Object Storage Standard,USD,5.48,1,0,0,5.48,2023-03-01,2023-03-01,US,Germany,,Germany,
2367116,C2,,(US) C2 Backup Business,USD,39.16,1,0,0,39.16,2023-03-01,2023-03-01,US,Germany,,Germany,
2367117,C2,,(US) C2 Transfer Professional,USD,7.83,1,0,0,7.83,2023-03-01,2023-03-01,US,Germany,,Germany,
2367118,C2,,(EU) Active Insight Premium Early Bird,EUR,163.43,1,0,0,163.43,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367119,C2,,(EU) Active Insight Premium,EUR,7.84,1,0,0,7.84,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367120,C2,,(EU) C2 Storage Advanced,EUR,6021.43,1,0,0,6021.43,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367121,C2,,(EU) C2 Storage Basic,EUR,1538.35,1,0,0,1538.35,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367122,C2,,(EU) C2 Backup Individual,EUR,13.85,1,0,0,13.85,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367123,C2,,(EU) C2 Object Storage Standard,EUR,27.41,1,0,0,27.41,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367124,C2,,(EU) C2 Backup Business,EUR,342.62,1,0,0,342.62,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367125,C2,,(EU) C2 Password Plus,EUR,3.9,1,0,0,3.9,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367126,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,14.37,1,0,0,14.37,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367127,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,3.01,1,0,0,3.01,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367128,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,5.72,1,0,0,5.72,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367129,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,7.81,1,0,0,7.81,2023-03-01,2023-03-01,EU,Denmark,,Denmark,
2367130,C2,,(US) C2 Storage Advanced,USD,68.53,1,0,0,68.53,2023-03-01,2023-03-01,US,Denmark,,Denmark,
2367131,C2,,(US) C2 Storage Basic,USD,5.48,1,0,0,5.48,2023-03-01,2023-03-01,US,Denmark,,Denmark,
2367132,C2,,(EU) Active Insight Premium Early Bird,EUR,1.57,1,0,0,1.57,2023-03-01,2023-03-01,EU,Dominican Republic,,Dominican Republic,
2367133,C2,,(EU) C2 Storage Advanced,EUR,60.32,1,0,0,60.32,2023-03-01,2023-03-01,EU,Dominican Republic,,Dominican Republic,
2367134,C2,,(US) C2 Storage Advanced,USD,69.06,1,0,0,69.06,2023-03-01,2023-03-01,US,Dominican Republic,,Dominican Republic,
2367135,C2,,(US) C2 Storage Basic,USD,7.45,1,0,0,7.45,2023-03-01,2023-03-01,US,Dominican Republic,,Dominican Republic,
2367136,C2,,(US) C2 Backup Business,USD,39.16,1,0,0,39.16,2023-03-01,2023-03-01,US,Dominican Republic,,Dominican Republic,
2367137,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,2.25,1,0,0,2.25,2023-03-01,2023-03-01,US,Dominican Republic,,Dominican Republic,
2367138,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2023-03-01,2023-03-01,EU,Algeria,,Algeria,
2367139,C2,,(EU) C2 Storage Basic,EUR,5.48,1,0,0,5.48,2023-03-01,2023-03-01,EU,Algeria,,Algeria,
2367140,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-03-01,2023-03-01,US,Algeria,,Algeria,
2367141,C2,,(US) C2 Storage Advanced,USD,13.14,1,0,0,13.14,2023-03-01,2023-03-01,US,Algeria,,Algeria,
2367142,C2,,(EU) Active Insight Premium Early Bird,EUR,4.7,1,0,0,4.7,2023-03-01,2023-03-01,EU,Ecuador,,Ecuador,
2367143,C2,,(EU) C2 Storage Advanced,EUR,32.85,1,0,0,32.85,2023-03-01,2023-03-01,EU,Ecuador,,Ecuador,
2367144,C2,,(EU) C2 Storage Basic,EUR,5.48,1,0,0,5.48,2023-03-01,2023-03-01,EU,Ecuador,,Ecuador,
2367145,C2,,(US) Active Insight Premium Early Bird,USD,0.78,1,0,0,0.78,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367146,C2,,(US) C2 Storage Advanced,USD,221.84,1,0,0,221.84,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367147,C2,,(US) C2 Storage Basic,USD,1.96,1,0,0,1.96,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367148,C2,,(US) C2 Backup Business,USD,46.95,1,0,0,46.95,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367149,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367150,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.45,1,0,0,0.45,2023-03-01,2023-03-01,US,Ecuador,,Ecuador,
2367151,C2,,(EU) Active Insight Premium Early Bird,EUR,35.17,1,0,0,35.17,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367152,C2,,(EU) Active Insight Premium,EUR,6.04,1,0,0,6.04,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367153,C2,,(EU) C2 Storage Advanced,EUR,273.47,1,0,0,273.47,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367154,C2,,(EU) C2 Storage Basic,EUR,54.15,1,0,0,54.15,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367155,C2,,(EU) C2 Object Storage Standard,EUR,28.5,1,0,0,28.5,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367156,C2,,(EU) C2 Password Plus,EUR,0.78,1,0,0,0.78,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367157,C2,,(EU) C2 Transfer Business,EUR,46.99,1,0,0,46.99,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367158,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,13.53,1,0,0,13.53,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367159,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,1.41,1,0,0,1.41,2023-03-01,2023-03-01,EU,Estonia,,Estonia,
2367160,C2,,(EU) C2 Storage Basic,EUR,14.1,1,0,0,14.1,2023-03-01,2023-03-01,EU,Egypt,,Egypt,
2367161,C2,,(EU) C2 Object Storage Standard,EUR,13.14,1,0,0,13.14,2023-03-01,2023-03-01,EU,Egypt,,Egypt,
2367162,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.45,1,0,0,0.45,2023-03-01,2023-03-01,US,Egypt,,Egypt,
2367163,C2,,(EU) Active Insight Premium Early Bird,EUR,89.95,1,0,0,89.95,2023-03-01,2023-03-01,EU,Greece,,Greece,
2367164,C2,,(EU) C2 Storage Advanced,EUR,2374.26,1,0,0,2374.26,2023-03-01,2023-03-01,EU,Greece,,Greece,
2367165,C2,,(EU) C2 Storage Basic,EUR,390.13,1,0,0,390.13,2023-03-01,2023-03-01,EU,Greece,,Greece,
2367166,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,46.03,1,0,0,46.03,2023-03-01,2023-03-01,EU,Greece,,Greece,
2367167,C2,,C2 credit,EUR,-102.52,1,0,0,-102.52,2023-03-01,2023-03-01,,Spain,,Spain,
2367168,C2,,(EU) Active Insight Premium Early Bird,EUR,335.68,1,0,0,335.68,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367169,C2,,(EU) Active Insight Premium,EUR,46.27,1,0,0,46.27,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367170,C2,,(EU) C2 Storage Advanced,EUR,32652.2,1,0,0,32652.2,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367171,C2,,(EU) C2 Storage Basic,EUR,4006.13,1,0,0,4006.13,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367172,C2,,(EU) C2 Backup Individual,EUR,273.51,1,0,0,273.51,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367173,C2,,(EU) C2 Identity Business,EUR,31.32,1,0,0,31.32,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367174,C2,,(EU) C2 Object Storage Standard,EUR,269.56,1,0,0,269.56,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367175,C2,,(EU) C2 Backup Business,EUR,1551.3,1,0,0,1551.3,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367176,C2,,(EU) C2 Password Plus,EUR,10.15,1,0,0,10.15,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367177,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,21.44,1,0,0,21.44,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367178,C2,,(EU) C2 Backup for Surveillance Basic,EUR,-2.5,1,0,0,-2.5,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367179,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,7.07,1,0,0,7.07,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367180,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,8.11,1,0,0,8.11,2023-03-01,2023-03-01,EU,Spain,,Spain,
2367181,C2,,(APAC) C2 Storage Advanced,USD,17.62,1,0,0,17.62,2023-03-01,2023-03-01,APAC,Spain,,Spain,
2367182,C2,,(US) C2 Storage Advanced,USD,66.89,1,0,0,66.89,2023-03-01,2023-03-01,US,Spain,,Spain,
2367183,C2,,(US) C2 Storage Basic,USD,30.31,1,0,0,30.31,2023-03-01,2023-03-01,US,Spain,,Spain,
2367184,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,1.5,1,0,0,1.5,2023-03-01,2023-03-01,US,Spain,,Spain,
2367185,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.45,1,0,0,0.45,2023-03-01,2023-03-01,US,Spain,,Spain,
2367186,C2,,(EU) Active Insight Premium Early Bird,EUR,9.38,1,0,0,9.38,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367187,C2,,(EU) Active Insight Premium,EUR,6.26,1,0,0,6.26,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367188,C2,,(EU) C2 Storage Advanced,EUR,988.37,1,0,0,988.37,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367189,C2,,(EU) C2 Storage Basic,EUR,172.46,1,0,0,172.46,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367190,C2,,(EU) C2 Backup Individual,EUR,8.76,1,0,0,8.76,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367191,C2,,(EU) C2 Backup Business,EUR,40.5,1,0,0,40.5,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367192,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,9.02,1,0,0,9.02,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367193,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,2.51,1,0,0,2.51,2023-03-01,2023-03-01,EU,Finland,,Finland,
2367194,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.45,1,0,0,0.45,2023-03-01,2023-03-01,EU,Finland,,Finland,
