InterCoCC,Product,Month,Currency,Received Qty,Total
ES,HAT5310-8T,2023/1,EUR,6,1532.16
ES,HAT5310-8T,2023/1,EUR,9,2298.24
ES,HAT5310-8T,2023/1,EUR,11,2808.96
ES,HAT5310-8T,2023/1,EUR,12,3064.32
ES,HAT5310-8T,2023/1,EUR,14,3575.04
ES,HAT5310-8T,2023/1,EUR,16,4085.76
ES,M2D20,2023/1,EUR,1,145.92
ES,M2D20,2023/1,EUR,1,145.92
ES,M2D20,2023/1,EUR,1,145.92
ES,M2D20,2023/1,EUR,1,145.92
ES,RKM114,2023/1,EUR,1,27.36
ES,RKS-02,2023/1,EUR,-1,-68.4
ES,RKS-02,2023/1,EUR,-1,-68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
ES,RKS-02,2023/1,EUR,1,68.4
